idx,code,parent_code,type,chapter,section,depth,branching_factor,subtree_size,is_leaf,description
21680,M87.263,M87.26,diagnosis,13,SEC_M86-M90,6,0,0,1,"Osteonecrosis due to previous trauma, unspecified tibia"
21681,M87.264,M87.26,diagnosis,13,SEC_M86-M90,6,0,0,1,"Osteonecrosis due to previous trauma, right fibula"
21682,M87.265,M87.26,diagnosis,13,SEC_M86-M90,6,0,0,1,"Osteonecrosis due to previous trauma, left fibula"
21683,M87.266,M87.26,diagnosis,13,SEC_M86-M90,6,0,0,1,"Osteonecrosis due to previous trauma, unspecified fibula"
21684,M87.27,M87.2,diagnosis,13,SEC_M86-M90,5,9,9,0,"Osteonecrosis due to previous trauma, ankle, foot and toes"
21685,M87.271,M87.27,diagnosis,13,SEC_M86-M90,6,0,0,1,"Osteonecrosis due to previous trauma, right ankle"
21686,M87.272,M87.27,diagnosis,13,SEC_M86-M90,6,0,0,1,"Osteonecrosis due to previous trauma, left ankle"
21687,M87.273,M87.27,diagnosis,13,SEC_M86-M90,6,0,0,1,"Osteonecrosis due to previous trauma, unspecified ankle"
21688,M87.274,M87.27,diagnosis,13,SEC_M86-M90,6,0,0,1,"Osteonecrosis due to previous trauma, right foot"
21689,M87.275,M87.27,diagnosis,13,SEC_M86-M90,6,0,0,1,"Osteonecrosis due to previous trauma, left foot"
21690,M87.276,M87.27,diagnosis,13,SEC_M86-M90,6,0,0,1,"Osteonecrosis due to previous trauma, unspecified foot"
21691,M87.277,M87.27,diagnosis,13,SEC_M86-M90,6,0,0,1,"Osteonecrosis due to previous trauma, right toe(s)"
21692,M87.278,M87.27,diagnosis,13,SEC_M86-M90,6,0,0,1,"Osteonecrosis due to previous trauma, left toe(s)"
21693,M87.279,M87.27,diagnosis,13,SEC_M86-M90,6,0,0,1,"Osteonecrosis due to previous trauma, unspecified toe(s)"
21694,M87.28,M87.2,diagnosis,13,SEC_M86-M90,5,0,0,1,"Osteonecrosis due to previous trauma, other site"
21695,M87.29,M87.2,diagnosis,13,SEC_M86-M90,5,0,0,1,"Osteonecrosis due to previous trauma, multiple sites"
21696,M87.3,M87,diagnosis,13,SEC_M86-M90,4,10,50,0,Other secondary osteonecrosis
21697,M87.30,M87.3,diagnosis,13,SEC_M86-M90,5,0,0,1,"Other secondary osteonecrosis, unspecified bone"
21698,M87.31,M87.3,diagnosis,13,SEC_M86-M90,5,3,3,0,"Other secondary osteonecrosis, shoulder"
21699,M87.311,M87.31,diagnosis,13,SEC_M86-M90,6,0,0,1,"Other secondary osteonecrosis, right shoulder"
21700,M87.312,M87.31,diagnosis,13,SEC_M86-M90,6,0,0,1,"Other secondary osteonecrosis, left shoulder"
21701,M87.319,M87.31,diagnosis,13,SEC_M86-M90,6,0,0,1,"Other secondary osteonecrosis, unspecified shoulder"
21702,M87.32,M87.3,diagnosis,13,SEC_M86-M90,5,3,3,0,"Other secondary osteonecrosis, humerus"
21703,M87.321,M87.32,diagnosis,13,SEC_M86-M90,6,0,0,1,"Other secondary osteonecrosis, right humerus"
21704,M87.322,M87.32,diagnosis,13,SEC_M86-M90,6,0,0,1,"Other secondary osteonecrosis, left humerus"
21705,M87.329,M87.32,diagnosis,13,SEC_M86-M90,6,0,0,1,"Other secondary osteonecrosis, unspecified humerus"
21706,M87.33,M87.3,diagnosis,13,SEC_M86-M90,5,9,9,0,"Other secondary osteonecrosis of radius, ulna and carpus"
21707,M87.331,M87.33,diagnosis,13,SEC_M86-M90,6,0,0,1,Other secondary osteonecrosis of right radius
21708,M87.332,M87.33,diagnosis,13,SEC_M86-M90,6,0,0,1,Other secondary osteonecrosis of left radius
21709,M87.333,M87.33,diagnosis,13,SEC_M86-M90,6,0,0,1,Other secondary osteonecrosis of unspecified radius
21710,M87.334,M87.33,diagnosis,13,SEC_M86-M90,6,0,0,1,Other secondary osteonecrosis of right ulna
21711,M87.335,M87.33,diagnosis,13,SEC_M86-M90,6,0,0,1,Other secondary osteonecrosis of left ulna
21712,M87.336,M87.33,diagnosis,13,SEC_M86-M90,6,0,0,1,Other secondary osteonecrosis of unspecified ulna
21713,M87.337,M87.33,diagnosis,13,SEC_M86-M90,6,0,0,1,Other secondary osteonecrosis of right carpus
21714,M87.338,M87.33,diagnosis,13,SEC_M86-M90,6,0,0,1,Other secondary osteonecrosis of left carpus
21715,M87.339,M87.33,diagnosis,13,SEC_M86-M90,6,0,0,1,Other secondary osteonecrosis of unspecified carpus
21716,M87.34,M87.3,diagnosis,13,SEC_M86-M90,5,6,6,0,"Other secondary osteonecrosis, hand and fingers"
21717,M87.341,M87.34,diagnosis,13,SEC_M86-M90,6,0,0,1,"Other secondary osteonecrosis, right hand"
21718,M87.342,M87.34,diagnosis,13,SEC_M86-M90,6,0,0,1,"Other secondary osteonecrosis, left hand"
21719,M87.343,M87.34,diagnosis,13,SEC_M86-M90,6,0,0,1,"Other secondary osteonecrosis, unspecified hand"
21720,M87.344,M87.34,diagnosis,13,SEC_M86-M90,6,0,0,1,"Other secondary osteonecrosis, right finger(s)"
21721,M87.345,M87.34,diagnosis,13,SEC_M86-M90,6,0,0,1,"Other secondary osteonecrosis, left finger(s)"
21722,M87.346,M87.34,diagnosis,13,SEC_M86-M90,6,0,0,1,"Other secondary osteonecrosis, unspecified finger(s)"
21723,M87.35,M87.3,diagnosis,13,SEC_M86-M90,5,4,4,0,"Other secondary osteonecrosis, pelvis and femur"
21724,M87.350,M87.35,diagnosis,13,SEC_M86-M90,6,0,0,1,"Other secondary osteonecrosis, pelvis"
21725,M87.351,M87.35,diagnosis,13,SEC_M86-M90,6,0,0,1,"Other secondary osteonecrosis, right femur"
21726,M87.352,M87.35,diagnosis,13,SEC_M86-M90,6,0,0,1,"Other secondary osteonecrosis, left femur"
21727,M87.353,M87.35,diagnosis,13,SEC_M86-M90,6,0,0,1,"Other secondary osteonecrosis, unspecified femur"
21728,M87.36,M87.3,diagnosis,13,SEC_M86-M90,5,6,6,0,"Other secondary osteonecrosis, tibia and fibula"
21729,M87.361,M87.36,diagnosis,13,SEC_M86-M90,6,0,0,1,"Other secondary osteonecrosis, right tibia"
21730,M87.362,M87.36,diagnosis,13,SEC_M86-M90,6,0,0,1,"Other secondary osteonecrosis, left tibia"
21731,M87.363,M87.36,diagnosis,13,SEC_M86-M90,6,0,0,1,"Other secondary osteonecrosis, unspecified tibia"
21732,M87.364,M87.36,diagnosis,13,SEC_M86-M90,6,0,0,1,"Other secondary osteonecrosis, right fibula"
21733,M87.365,M87.36,diagnosis,13,SEC_M86-M90,6,0,0,1,"Other secondary osteonecrosis, left fibula"
21734,M87.366,M87.36,diagnosis,13,SEC_M86-M90,6,0,0,1,"Other secondary osteonecrosis, unspecified fibula"
21735,M87.37,M87.3,diagnosis,13,SEC_M86-M90,5,9,9,0,"Other secondary osteonecrosis, ankle and foot"
21736,M87.371,M87.37,diagnosis,13,SEC_M86-M90,6,0,0,1,"Other secondary osteonecrosis, right ankle"
21737,M87.372,M87.37,diagnosis,13,SEC_M86-M90,6,0,0,1,"Other secondary osteonecrosis, left ankle"
21738,M87.373,M87.37,diagnosis,13,SEC_M86-M90,6,0,0,1,"Other secondary osteonecrosis, unspecified ankle"
21739,M87.374,M87.37,diagnosis,13,SEC_M86-M90,6,0,0,1,"Other secondary osteonecrosis, right foot"
21740,M87.375,M87.37,diagnosis,13,SEC_M86-M90,6,0,0,1,"Other secondary osteonecrosis, left foot"
21741,M87.376,M87.37,diagnosis,13,SEC_M86-M90,6,0,0,1,"Other secondary osteonecrosis, unspecified foot"
21742,M87.377,M87.37,diagnosis,13,SEC_M86-M90,6,0,0,1,"Other secondary osteonecrosis, right toe(s)"
21743,M87.378,M87.37,diagnosis,13,SEC_M86-M90,6,0,0,1,"Other secondary osteonecrosis, left toe(s)"
21744,M87.379,M87.37,diagnosis,13,SEC_M86-M90,6,0,0,1,"Other secondary osteonecrosis, unspecified toe(s)"
21745,M87.38,M87.3,diagnosis,13,SEC_M86-M90,5,0,0,1,"Other secondary osteonecrosis, other site"
21746,M87.39,M87.3,diagnosis,13,SEC_M86-M90,5,0,0,1,"Other secondary osteonecrosis, multiple sites"
21747,M87.8,M87,diagnosis,13,SEC_M86-M90,4,10,50,0,Other osteonecrosis
21748,M87.80,M87.8,diagnosis,13,SEC_M86-M90,5,0,0,1,"Other osteonecrosis, unspecified bone"
21749,M87.81,M87.8,diagnosis,13,SEC_M86-M90,5,3,3,0,"Other osteonecrosis, shoulder"
21750,M87.811,M87.81,diagnosis,13,SEC_M86-M90,6,0,0,1,"Other osteonecrosis, right shoulder"
21751,M87.812,M87.81,diagnosis,13,SEC_M86-M90,6,0,0,1,"Other osteonecrosis, left shoulder"
21752,M87.819,M87.81,diagnosis,13,SEC_M86-M90,6,0,0,1,"Other osteonecrosis, unspecified shoulder"
21753,M87.82,M87.8,diagnosis,13,SEC_M86-M90,5,3,3,0,"Other osteonecrosis, humerus"
21754,M87.821,M87.82,diagnosis,13,SEC_M86-M90,6,0,0,1,"Other osteonecrosis, right humerus"
21755,M87.822,M87.82,diagnosis,13,SEC_M86-M90,6,0,0,1,"Other osteonecrosis, left humerus"
21756,M87.829,M87.82,diagnosis,13,SEC_M86-M90,6,0,0,1,"Other osteonecrosis, unspecified humerus"
21757,M87.83,M87.8,diagnosis,13,SEC_M86-M90,5,9,9,0,"Other osteonecrosis of radius, ulna and carpus"
21758,M87.831,M87.83,diagnosis,13,SEC_M86-M90,6,0,0,1,Other osteonecrosis of right radius
21759,M87.832,M87.83,diagnosis,13,SEC_M86-M90,6,0,0,1,Other osteonecrosis of left radius
21760,M87.833,M87.83,diagnosis,13,SEC_M86-M90,6,0,0,1,Other osteonecrosis of unspecified radius
21761,M87.834,M87.83,diagnosis,13,SEC_M86-M90,6,0,0,1,Other osteonecrosis of right ulna
21762,M87.835,M87.83,diagnosis,13,SEC_M86-M90,6,0,0,1,Other osteonecrosis of left ulna
21763,M87.836,M87.83,diagnosis,13,SEC_M86-M90,6,0,0,1,Other osteonecrosis of unspecified ulna
21764,M87.837,M87.83,diagnosis,13,SEC_M86-M90,6,0,0,1,Other osteonecrosis of right carpus
21765,M87.838,M87.83,diagnosis,13,SEC_M86-M90,6,0,0,1,Other osteonecrosis of left carpus
21766,M87.839,M87.83,diagnosis,13,SEC_M86-M90,6,0,0,1,Other osteonecrosis of unspecified carpus
21767,M87.84,M87.8,diagnosis,13,SEC_M86-M90,5,6,6,0,"Other osteonecrosis, hand and fingers"
21768,M87.841,M87.84,diagnosis,13,SEC_M86-M90,6,0,0,1,"Other osteonecrosis, right hand"
21769,M87.842,M87.84,diagnosis,13,SEC_M86-M90,6,0,0,1,"Other osteonecrosis, left hand"
21770,M87.843,M87.84,diagnosis,13,SEC_M86-M90,6,0,0,1,"Other osteonecrosis, unspecified hand"
21771,M87.844,M87.84,diagnosis,13,SEC_M86-M90,6,0,0,1,"Other osteonecrosis, right finger(s)"
21772,M87.845,M87.84,diagnosis,13,SEC_M86-M90,6,0,0,1,"Other osteonecrosis, left finger(s)"
21773,M87.849,M87.84,diagnosis,13,SEC_M86-M90,6,0,0,1,"Other osteonecrosis, unspecified finger(s)"
21774,M87.85,M87.8,diagnosis,13,SEC_M86-M90,5,4,4,0,"Other osteonecrosis, pelvis and femur"
21775,M87.850,M87.85,diagnosis,13,SEC_M86-M90,6,0,0,1,"Other osteonecrosis, pelvis"
21776,M87.851,M87.85,diagnosis,13,SEC_M86-M90,6,0,0,1,"Other osteonecrosis, right femur"
21777,M87.852,M87.85,diagnosis,13,SEC_M86-M90,6,0,0,1,"Other osteonecrosis, left femur"
21778,M87.859,M87.85,diagnosis,13,SEC_M86-M90,6,0,0,1,"Other osteonecrosis, unspecified femur"
21779,M87.86,M87.8,diagnosis,13,SEC_M86-M90,5,6,6,0,"Other osteonecrosis, tibia and fibula"
21780,M87.861,M87.86,diagnosis,13,SEC_M86-M90,6,0,0,1,"Other osteonecrosis, right tibia"
21781,M87.862,M87.86,diagnosis,13,SEC_M86-M90,6,0,0,1,"Other osteonecrosis, left tibia"
21782,M87.863,M87.86,diagnosis,13,SEC_M86-M90,6,0,0,1,"Other osteonecrosis, unspecified tibia"
21783,M87.864,M87.86,diagnosis,13,SEC_M86-M90,6,0,0,1,"Other osteonecrosis, right fibula"
21784,M87.865,M87.86,diagnosis,13,SEC_M86-M90,6,0,0,1,"Other osteonecrosis, left fibula"
21785,M87.869,M87.86,diagnosis,13,SEC_M86-M90,6,0,0,1,"Other osteonecrosis, unspecified fibula"
21786,M87.87,M87.8,diagnosis,13,SEC_M86-M90,5,9,9,0,"Other osteonecrosis, ankle, foot and toes"
21787,M87.871,M87.87,diagnosis,13,SEC_M86-M90,6,0,0,1,"Other osteonecrosis, right ankle"
21788,M87.872,M87.87,diagnosis,13,SEC_M86-M90,6,0,0,1,"Other osteonecrosis, left ankle"
21789,M87.873,M87.87,diagnosis,13,SEC_M86-M90,6,0,0,1,"Other osteonecrosis, unspecified ankle"
21790,M87.874,M87.87,diagnosis,13,SEC_M86-M90,6,0,0,1,"Other osteonecrosis, right foot"
21791,M87.875,M87.87,diagnosis,13,SEC_M86-M90,6,0,0,1,"Other osteonecrosis, left foot"
21792,M87.876,M87.87,diagnosis,13,SEC_M86-M90,6,0,0,1,"Other osteonecrosis, unspecified foot"
21793,M87.877,M87.87,diagnosis,13,SEC_M86-M90,6,0,0,1,"Other osteonecrosis, right toe(s)"
21794,M87.878,M87.87,diagnosis,13,SEC_M86-M90,6,0,0,1,"Other osteonecrosis, left toe(s)"
21795,M87.879,M87.87,diagnosis,13,SEC_M86-M90,6,0,0,1,"Other osteonecrosis, unspecified toe(s)"
21796,M87.88,M87.8,diagnosis,13,SEC_M86-M90,5,0,0,1,"Other osteonecrosis, other site"
21797,M87.89,M87.8,diagnosis,13,SEC_M86-M90,5,0,0,1,"Other osteonecrosis, multiple sites"
21798,M87.9,M87,diagnosis,13,SEC_M86-M90,4,0,0,1,"Osteonecrosis, unspecified"
21799,M88,SEC_M86-M90,diagnosis,13,SEC_M86-M90,3,4,34,0,Osteitis deformans [Paget's disease of bone]
21800,M88.0,M88,diagnosis,13,SEC_M86-M90,4,0,0,1,Osteitis deformans of skull
21801,M88.1,M88,diagnosis,13,SEC_M86-M90,4,0,0,1,Osteitis deformans of vertebrae
21802,M88.8,M88,diagnosis,13,SEC_M86-M90,4,9,30,0,Osteitis deformans of other bones
21803,M88.81,M88.8,diagnosis,13,SEC_M86-M90,5,3,3,0,Osteitis deformans of shoulder
21804,M88.811,M88.81,diagnosis,13,SEC_M86-M90,6,0,0,1,Osteitis deformans of right shoulder
21805,M88.812,M88.81,diagnosis,13,SEC_M86-M90,6,0,0,1,Osteitis deformans of left shoulder
21806,M88.819,M88.81,diagnosis,13,SEC_M86-M90,6,0,0,1,Osteitis deformans of unspecified shoulder
21807,M88.82,M88.8,diagnosis,13,SEC_M86-M90,5,3,3,0,Osteitis deformans of upper arm
21808,M88.821,M88.82,diagnosis,13,SEC_M86-M90,6,0,0,1,Osteitis deformans of right upper arm
21809,M88.822,M88.82,diagnosis,13,SEC_M86-M90,6,0,0,1,Osteitis deformans of left upper arm
21810,M88.829,M88.82,diagnosis,13,SEC_M86-M90,6,0,0,1,Osteitis deformans of unspecified upper arm
21811,M88.83,M88.8,diagnosis,13,SEC_M86-M90,5,3,3,0,Osteitis deformans of forearm
21812,M88.831,M88.83,diagnosis,13,SEC_M86-M90,6,0,0,1,Osteitis deformans of right forearm
21813,M88.832,M88.83,diagnosis,13,SEC_M86-M90,6,0,0,1,Osteitis deformans of left forearm
21814,M88.839,M88.83,diagnosis,13,SEC_M86-M90,6,0,0,1,Osteitis deformans of unspecified forearm
21815,M88.84,M88.8,diagnosis,13,SEC_M86-M90,5,3,3,0,Osteitis deformans of hand
21816,M88.841,M88.84,diagnosis,13,SEC_M86-M90,6,0,0,1,Osteitis deformans of right hand
21817,M88.842,M88.84,diagnosis,13,SEC_M86-M90,6,0,0,1,Osteitis deformans of left hand
21818,M88.849,M88.84,diagnosis,13,SEC_M86-M90,6,0,0,1,Osteitis deformans of unspecified hand
21819,M88.85,M88.8,diagnosis,13,SEC_M86-M90,5,3,3,0,Osteitis deformans of thigh
21820,M88.851,M88.85,diagnosis,13,SEC_M86-M90,6,0,0,1,Osteitis deformans of right thigh
21821,M88.852,M88.85,diagnosis,13,SEC_M86-M90,6,0,0,1,Osteitis deformans of left thigh
21822,M88.859,M88.85,diagnosis,13,SEC_M86-M90,6,0,0,1,Osteitis deformans of unspecified thigh
21823,M88.86,M88.8,diagnosis,13,SEC_M86-M90,5,3,3,0,Osteitis deformans of lower leg
21824,M88.861,M88.86,diagnosis,13,SEC_M86-M90,6,0,0,1,Osteitis deformans of right lower leg
21825,M88.862,M88.86,diagnosis,13,SEC_M86-M90,6,0,0,1,Osteitis deformans of left lower leg
21826,M88.869,M88.86,diagnosis,13,SEC_M86-M90,6,0,0,1,Osteitis deformans of unspecified lower leg
21827,M88.87,M88.8,diagnosis,13,SEC_M86-M90,5,3,3,0,Osteitis deformans of ankle and foot
21828,M88.871,M88.87,diagnosis,13,SEC_M86-M90,6,0,0,1,Osteitis deformans of right ankle and foot
21829,M88.872,M88.87,diagnosis,13,SEC_M86-M90,6,0,0,1,Osteitis deformans of left ankle and foot
21830,M88.879,M88.87,diagnosis,13,SEC_M86-M90,6,0,0,1,Osteitis deformans of unspecified ankle and foot
21831,M88.88,M88.8,diagnosis,13,SEC_M86-M90,5,0,0,1,Osteitis deformans of other bones
21832,M88.89,M88.8,diagnosis,13,SEC_M86-M90,5,0,0,1,Osteitis deformans of multiple sites
21833,M88.9,M88,diagnosis,13,SEC_M86-M90,4,0,0,1,Osteitis deformans of unspecified bone
21834,M89,SEC_M86-M90,diagnosis,13,SEC_M86-M90,3,10,285,0,Other disorders of bone
21835,M89.0,M89,diagnosis,13,SEC_M86-M90,4,10,31,0,Algoneurodystrophy
21836,M89.00,M89.0,diagnosis,13,SEC_M86-M90,5,0,0,1,"Algoneurodystrophy, unspecified site"
21837,M89.01,M89.0,diagnosis,13,SEC_M86-M90,5,3,3,0,"Algoneurodystrophy, shoulder"
21838,M89.011,M89.01,diagnosis,13,SEC_M86-M90,6,0,0,1,"Algoneurodystrophy, right shoulder"
21839,M89.012,M89.01,diagnosis,13,SEC_M86-M90,6,0,0,1,"Algoneurodystrophy, left shoulder"
21840,M89.019,M89.01,diagnosis,13,SEC_M86-M90,6,0,0,1,"Algoneurodystrophy, unspecified shoulder"
21841,M89.02,M89.0,diagnosis,13,SEC_M86-M90,5,3,3,0,"Algoneurodystrophy, upper arm"
21842,M89.021,M89.02,diagnosis,13,SEC_M86-M90,6,0,0,1,"Algoneurodystrophy, right upper arm"
21843,M89.022,M89.02,diagnosis,13,SEC_M86-M90,6,0,0,1,"Algoneurodystrophy, left upper arm"
21844,M89.029,M89.02,diagnosis,13,SEC_M86-M90,6,0,0,1,"Algoneurodystrophy, unspecified upper arm"
21845,M89.03,M89.0,diagnosis,13,SEC_M86-M90,5,3,3,0,"Algoneurodystrophy, forearm"
21846,M89.031,M89.03,diagnosis,13,SEC_M86-M90,6,0,0,1,"Algoneurodystrophy, right forearm"
21847,M89.032,M89.03,diagnosis,13,SEC_M86-M90,6,0,0,1,"Algoneurodystrophy, left forearm"
21848,M89.039,M89.03,diagnosis,13,SEC_M86-M90,6,0,0,1,"Algoneurodystrophy, unspecified forearm"
21849,M89.04,M89.0,diagnosis,13,SEC_M86-M90,5,3,3,0,"Algoneurodystrophy, hand"
21850,M89.041,M89.04,diagnosis,13,SEC_M86-M90,6,0,0,1,"Algoneurodystrophy, right hand"
21851,M89.042,M89.04,diagnosis,13,SEC_M86-M90,6,0,0,1,"Algoneurodystrophy, left hand"
21852,M89.049,M89.04,diagnosis,13,SEC_M86-M90,6,0,0,1,"Algoneurodystrophy, unspecified hand"
21853,M89.05,M89.0,diagnosis,13,SEC_M86-M90,5,3,3,0,"Algoneurodystrophy, thigh"
21854,M89.051,M89.05,diagnosis,13,SEC_M86-M90,6,0,0,1,"Algoneurodystrophy, right thigh"
21855,M89.052,M89.05,diagnosis,13,SEC_M86-M90,6,0,0,1,"Algoneurodystrophy, left thigh"
21856,M89.059,M89.05,diagnosis,13,SEC_M86-M90,6,0,0,1,"Algoneurodystrophy, unspecified thigh"
21857,M89.06,M89.0,diagnosis,13,SEC_M86-M90,5,3,3,0,"Algoneurodystrophy, lower leg"
21858,M89.061,M89.06,diagnosis,13,SEC_M86-M90,6,0,0,1,"Algoneurodystrophy, right lower leg"
21859,M89.062,M89.06,diagnosis,13,SEC_M86-M90,6,0,0,1,"Algoneurodystrophy, left lower leg"
21860,M89.069,M89.06,diagnosis,13,SEC_M86-M90,6,0,0,1,"Algoneurodystrophy, unspecified lower leg"
21861,M89.07,M89.0,diagnosis,13,SEC_M86-M90,5,3,3,0,"Algoneurodystrophy, ankle and foot"
21862,M89.071,M89.07,diagnosis,13,SEC_M86-M90,6,0,0,1,"Algoneurodystrophy, right ankle and foot"
21863,M89.072,M89.07,diagnosis,13,SEC_M86-M90,6,0,0,1,"Algoneurodystrophy, left ankle and foot"
21864,M89.079,M89.07,diagnosis,13,SEC_M86-M90,6,0,0,1,"Algoneurodystrophy, unspecified ankle and foot"
21865,M89.08,M89.0,diagnosis,13,SEC_M86-M90,5,0,0,1,"Algoneurodystrophy, other site"
21866,M89.09,M89.0,diagnosis,13,SEC_M86-M90,5,0,0,1,"Algoneurodystrophy, multiple sites"
21867,M89.1,M89,diagnosis,13,SEC_M86-M90,4,5,39,0,Physeal arrest
21868,M89.12,M89.1,diagnosis,13,SEC_M86-M90,5,9,9,0,"Physeal arrest, humerus"
21869,M89.121,M89.12,diagnosis,13,SEC_M86-M90,6,0,0,1,"Complete physeal arrest, right proximal humerus"
21870,M89.122,M89.12,diagnosis,13,SEC_M86-M90,6,0,0,1,"Complete physeal arrest, left proximal humerus"
21871,M89.123,M89.12,diagnosis,13,SEC_M86-M90,6,0,0,1,"Partial physeal arrest, right proximal humerus"
21872,M89.124,M89.12,diagnosis,13,SEC_M86-M90,6,0,0,1,"Partial physeal arrest, left proximal humerus"
21873,M89.125,M89.12,diagnosis,13,SEC_M86-M90,6,0,0,1,"Complete physeal arrest, right distal humerus"
21874,M89.126,M89.12,diagnosis,13,SEC_M86-M90,6,0,0,1,"Complete physeal arrest, left distal humerus"
21875,M89.127,M89.12,diagnosis,13,SEC_M86-M90,6,0,0,1,"Partial physeal arrest, right distal humerus"
21876,M89.128,M89.12,diagnosis,13,SEC_M86-M90,6,0,0,1,"Partial physeal arrest, left distal humerus"
21877,M89.129,M89.12,diagnosis,13,SEC_M86-M90,6,0,0,1,"Physeal arrest, humerus, unspecified"
21878,M89.13,M89.1,diagnosis,13,SEC_M86-M90,5,6,6,0,"Physeal arrest, forearm"
21879,M89.131,M89.13,diagnosis,13,SEC_M86-M90,6,0,0,1,"Complete physeal arrest, right distal radius"
21880,M89.132,M89.13,diagnosis,13,SEC_M86-M90,6,0,0,1,"Complete physeal arrest, left distal radius"
21881,M89.133,M89.13,diagnosis,13,SEC_M86-M90,6,0,0,1,"Partial physeal arrest, right distal radius"
21882,M89.134,M89.13,diagnosis,13,SEC_M86-M90,6,0,0,1,"Partial physeal arrest, left distal radius"
21883,M89.138,M89.13,diagnosis,13,SEC_M86-M90,6,0,0,1,Other physeal arrest of forearm
21884,M89.139,M89.13,diagnosis,13,SEC_M86-M90,6,0,0,1,"Physeal arrest, forearm, unspecified"
21885,M89.15,M89.1,diagnosis,13,SEC_M86-M90,5,9,9,0,"Physeal arrest, femur"
21886,M89.151,M89.15,diagnosis,13,SEC_M86-M90,6,0,0,1,"Complete physeal arrest, right proximal femur"
21887,M89.152,M89.15,diagnosis,13,SEC_M86-M90,6,0,0,1,"Complete physeal arrest, left proximal femur"
21888,M89.153,M89.15,diagnosis,13,SEC_M86-M90,6,0,0,1,"Partial physeal arrest, right proximal femur"
21889,M89.154,M89.15,diagnosis,13,SEC_M86-M90,6,0,0,1,"Partial physeal arrest, left proximal femur"
21890,M89.155,M89.15,diagnosis,13,SEC_M86-M90,6,0,0,1,"Complete physeal arrest, right distal femur"
21891,M89.156,M89.15,diagnosis,13,SEC_M86-M90,6,0,0,1,"Complete physeal arrest, left distal femur"
21892,M89.157,M89.15,diagnosis,13,SEC_M86-M90,6,0,0,1,"Partial physeal arrest, right distal femur"
21893,M89.158,M89.15,diagnosis,13,SEC_M86-M90,6,0,0,1,"Partial physeal arrest, left distal femur"
21894,M89.159,M89.15,diagnosis,13,SEC_M86-M90,6,0,0,1,"Physeal arrest, femur, unspecified"
21895,M89.16,M89.1,diagnosis,13,SEC_M86-M90,5,10,10,0,"Physeal arrest, lower leg"
21896,M89.160,M89.16,diagnosis,13,SEC_M86-M90,6,0,0,1,"Complete physeal arrest, right proximal tibia"
21897,M89.161,M89.16,diagnosis,13,SEC_M86-M90,6,0,0,1,"Complete physeal arrest, left proximal tibia"
21898,M89.162,M89.16,diagnosis,13,SEC_M86-M90,6,0,0,1,"Partial physeal arrest, right proximal tibia"
21899,M89.163,M89.16,diagnosis,13,SEC_M86-M90,6,0,0,1,"Partial physeal arrest, left proximal tibia"
21900,M89.164,M89.16,diagnosis,13,SEC_M86-M90,6,0,0,1,"Complete physeal arrest, right distal tibia"
21901,M89.165,M89.16,diagnosis,13,SEC_M86-M90,6,0,0,1,"Complete physeal arrest, left distal tibia"
21902,M89.166,M89.16,diagnosis,13,SEC_M86-M90,6,0,0,1,"Partial physeal arrest, right distal tibia"
21903,M89.167,M89.16,diagnosis,13,SEC_M86-M90,6,0,0,1,"Partial physeal arrest, left distal tibia"
21904,M89.168,M89.16,diagnosis,13,SEC_M86-M90,6,0,0,1,Other physeal arrest of lower leg
21905,M89.169,M89.16,diagnosis,13,SEC_M86-M90,6,0,0,1,"Physeal arrest, lower leg, unspecified"
21906,M89.18,M89.1,diagnosis,13,SEC_M86-M90,5,0,0,1,"Physeal arrest, other site"
21907,M89.2,M89,diagnosis,13,SEC_M86-M90,4,10,35,0,Other disorders of bone development and growth
21908,M89.20,M89.2,diagnosis,13,SEC_M86-M90,5,0,0,1,"Other disorders of bone development and growth, unspecified site"
21909,M89.21,M89.2,diagnosis,13,SEC_M86-M90,5,3,3,0,"Other disorders of bone development and growth, shoulder"
21910,M89.211,M89.21,diagnosis,13,SEC_M86-M90,6,0,0,1,"Other disorders of bone development and growth, right shoulder"
21911,M89.212,M89.21,diagnosis,13,SEC_M86-M90,6,0,0,1,"Other disorders of bone development and growth, left shoulder"
21912,M89.219,M89.21,diagnosis,13,SEC_M86-M90,6,0,0,1,"Other disorders of bone development and growth, unspecified shoulder"
21913,M89.22,M89.2,diagnosis,13,SEC_M86-M90,5,3,3,0,"Other disorders of bone development and growth, humerus"
21914,M89.221,M89.22,diagnosis,13,SEC_M86-M90,6,0,0,1,"Other disorders of bone development and growth, right humerus"
21915,M89.222,M89.22,diagnosis,13,SEC_M86-M90,6,0,0,1,"Other disorders of bone development and growth, left humerus"
21916,M89.229,M89.22,diagnosis,13,SEC_M86-M90,6,0,0,1,"Other disorders of bone development and growth, unspecified humerus"
21917,M89.23,M89.2,diagnosis,13,SEC_M86-M90,5,5,5,0,"Other disorders of bone development and growth, ulna and radius"
21918,M89.231,M89.23,diagnosis,13,SEC_M86-M90,6,0,0,1,"Other disorders of bone development and growth, right ulna"
21919,M89.232,M89.23,diagnosis,13,SEC_M86-M90,6,0,0,1,"Other disorders of bone development and growth, left ulna"
21920,M89.233,M89.23,diagnosis,13,SEC_M86-M90,6,0,0,1,"Other disorders of bone development and growth, right radius"
21921,M89.234,M89.23,diagnosis,13,SEC_M86-M90,6,0,0,1,"Other disorders of bone development and growth, left radius"
